"nhs_region","trust_type","trust_name","provider_code","wk_start","wk","hcai_group","n","ecds_last_update","sus_last_update","drop"
"NORTH WEST","ACUTE","NHS TRUST 6254","SZK",2020-07-27,30,"HO.iHA",18,2020-07-21,NA,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6254","SZK",2020-07-27,30,"Unlinked",9,2020-01-15,2020-01-18,FALSE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-02-24,8,"CO",10,2020-03-01,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-02,9,"CO",11,2020-03-07,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-09,10,"CO",9,2020-03-15,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-09,10,"Unlinked",9,2020-05-20,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-16,11,"CO",9,2020-03-20,2020-04-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-16,11,"HO.HA",11,NA,2020-03-25,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-16,11,"HO.pHA",8,NA,2020-04-01,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-16,11,"Unlinked",3,2020-03-21,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-23,12,"CO",45,2020-03-29,2020-04-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-23,12,"HO.iHA",7,NA,2020-04-10,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-23,12,"HO.pHA",11,NA,2020-04-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-23,12,"Unlinked",16,2020-03-26,2020-03-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-30,13,"CO",171,2020-04-06,2020-05-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-30,13,"HO.HA",14,NA,2020-05-15,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-30,13,"HO.iHA",14,NA,2020-06-05,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-30,13,"HO.pHA",4,NA,2020-04-12,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-03-30,13,"Unlinked",50,2020-05-18,2020-04-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-06,14,"CO",50,2020-04-21,2020-05-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-06,14,"HO.HA",6,NA,2020-05-08,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-06,14,"HO.iHA",9,NA,2020-04-21,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-06,14,"HO.pHA",6,NA,2020-04-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-06,14,"Unlinked",103,2020-07-27,2020-06-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-13,15,"CO",25,2020-05-02,2020-06-29,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-13,15,"HO.iHA",8,NA,2020-04-29,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-13,15,"HO.pHA",7,NA,2020-06-05,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-13,15,"Unlinked",158,2020-08-02,2020-07-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-20,16,"CO",36,2020-05-04,2020-05-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-20,16,"HO.iHA",15,NA,2020-05-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-20,16,"HO.pHA",11,NA,2020-05-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-20,16,"Unlinked",63,2020-05-09,2020-05-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-27,17,"CO",9,2020-05-02,2020-05-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-27,17,"HO.HA",5,NA,2020-05-10,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-27,17,"HO.iHA",10,NA,2020-05-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-27,17,"HO.pHA",10,NA,2020-05-19,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-04-27,17,"Unlinked",45,2020-05-01,2020-06-03,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-04,18,"CO",33,2020-05-10,2020-06-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-04,18,"HO.HA",3,NA,2020-05-21,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-04,18,"HO.iHA",1,NA,2020-05-16,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-04,18,"HO.pHA",12,NA,2020-05-16,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-04,18,"Unlinked",39,2020-05-09,2020-05-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-11,19,"CO",31,2020-05-28,2020-05-19,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-11,19,"HO.HA",5,NA,2020-06-16,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-11,19,"HO.iHA",17,NA,2020-05-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-11,19,"Unlinked",42,2020-07-02,2020-03-05,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-18,20,"CO",5,2020-06-01,2020-06-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-18,20,"HO.HA",12,NA,2020-05-19,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-18,20,"HO.pHA",12,NA,2020-05-26,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-18,20,"Unlinked",13,2020-05-18,2020-05-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-25,21,"CO",9,2020-06-09,2020-06-30,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-25,21,"HO.HA",5,NA,2020-06-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-05-25,21,"Unlinked",19,2020-05-24,2020-05-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-06-01,22,"CO",21,2020-06-19,2020-06-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-06-01,22,"Unlinked",13,2020-05-14,2020-06-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-06-08,23,"CO",1,2020-06-11,2020-06-30,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-06-08,23,"Unlinked",6,2020-06-09,2020-05-28,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-06-15,24,"CO",13,2020-06-26,2020-06-26,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-06-15,24,"Unlinked",0,NA,2020-04-10,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-06-22,25,"CO",1,2020-06-26,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-06-22,25,"Unlinked",12,NA,2020-06-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-06-29,26,"CO",15,2020-06-29,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-06-29,26,"Unlinked",6,2020-06-27,2020-06-06,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-07-06,27,"Unlinked",7,2020-06-23,2020-01-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-07-13,28,"CO",3,2020-07-18,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-07-13,28,"Unlinked",1,2020-06-23,2020-06-28,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-07-20,29,"CO",15,2020-07-27,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-07-20,29,"Unlinked",22,2020-07-16,2020-03-26,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6349","SOC",2020-07-27,30,"Unlinked",7,2020-05-29,2020-01-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6416","AVV",2020-03-23,12,"HO.pHA",8,NA,2020-03-28,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6416","AVV",2020-03-30,13,"HO.pHA",3,NA,2020-04-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6416","AVV",2020-04-06,14,"HO.pHA",2,NA,2020-04-13,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6416","AVV",2020-04-20,16,"HO.pHA",8,NA,2020-04-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6416","AVV",2020-04-27,17,"CO",1,NA,2020-05-29,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6416","AVV",2020-05-11,19,"CO",9,NA,2020-05-14,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6416","AVV",2020-05-11,19,"HO.HA",5,NA,2020-05-26,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6416","AVV",2020-05-18,20,"CO",2,NA,2020-05-19,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-02,9,"CO",2,2020-03-12,2020-03-25,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-09,10,"CO",7,2020-03-15,2020-03-13,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-16,11,"CO",0,2020-03-19,2020-05-13,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-16,11,"HO.iHA",3,2020-03-20,2020-04-06,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-23,12,"CO",37,2020-03-29,2020-05-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-23,12,"HO.HA",14,2020-03-14,2020-05-14,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-23,12,"HO.iHA",18,2020-03-26,2020-05-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-23,12,"HO.pHA",8,2020-03-19,2020-05-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-30,13,"CO",27,2020-04-09,2020-06-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-30,13,"HO.HA",10,2020-03-17,2020-05-11,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-30,13,"HO.iHA",12,2020-04-02,2020-06-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-03-30,13,"HO.pHA",7,2020-03-26,2020-05-21,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-06,14,"CO",37,2020-04-17,2020-05-25,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-06,14,"HO.HA",9,2020-03-23,2020-05-29,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-06,14,"HO.iHA",9,2020-04-08,2020-06-03,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-06,14,"HO.pHA",14,2020-04-03,2020-05-28,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-06,14,"Unlinked",4,NA,2020-03-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-13,15,"CO",43,2020-05-03,2020-05-21,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-13,15,"HO.iHA",3,2020-04-13,2020-06-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-13,15,"HO.pHA",15,2020-04-07,2020-07-01,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-13,15,"Unlinked",0,NA,2020-04-03,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-20,16,"CO",17,2020-05-01,2020-06-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-20,16,"HO.HA",5,2020-04-09,2020-07-01,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-20,16,"HO.iHA",10,2020-04-22,2020-06-29,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-20,16,"HO.pHA",12,2020-04-12,2020-05-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-20,16,"Unlinked",26,2020-06-19,2020-07-08,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-27,17,"CO",8,2020-05-10,2020-06-29,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-27,17,"HO.HA",3,2020-04-07,2020-06-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-27,17,"HO.iHA",3,2020-04-26,2020-05-26,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-27,17,"HO.pHA",2,2020-04-16,2020-06-11,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-04-27,17,"Unlinked",41,2020-06-15,2020-06-16,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-04,18,"CO",6,2020-05-16,2020-06-03,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-04,18,"HO.iHA",10,2020-04-29,2020-05-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-04,18,"HO.pHA",2,2020-05-01,2020-05-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-04,18,"Unlinked",21,2020-04-12,2020-04-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-11,19,"CO",15,2020-05-24,2020-07-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-11,19,"HO.HA",11,2020-04-17,2020-06-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-11,19,"HO.iHA",16,2020-05-15,2020-07-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-11,19,"HO.pHA",5,2020-05-04,2020-06-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-11,19,"Unlinked",3,2020-07-15,2020-05-13,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-18,20,"CO",16,2020-05-29,2020-06-15,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-18,20,"HO.HA",4,2020-05-02,2020-06-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-18,20,"HO.iHA",6,2020-05-20,2020-07-15,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-18,20,"HO.pHA",11,2020-05-15,2020-06-30,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-18,20,"Unlinked",1,2020-05-14,2020-05-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-25,21,"CO",6,2020-06-10,2020-06-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-25,21,"HO.HA",2,2020-05-12,2020-07-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-25,21,"HO.iHA",2,2020-05-25,2020-07-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-25,21,"HO.pHA",4,2020-05-21,2020-07-15,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-05-25,21,"Unlinked",1,2020-05-24,2020-05-26,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-01,22,"CO",7,2020-06-20,2020-06-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-01,22,"HO.HA",8,2020-05-16,2020-06-26,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-01,22,"HO.pHA",3,2020-05-22,2020-06-12,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-01,22,"Unlinked",1,2020-05-27,2020-05-29,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-08,23,"CO",12,2020-06-19,2020-07-13,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-08,23,"HO.HA",5,2020-05-27,2020-07-21,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-08,23,"HO.pHA",2,2020-05-28,2020-06-11,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-08,23,"Unlinked",16,2020-06-09,2020-06-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-15,24,"CO",11,2020-06-21,2020-06-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-15,24,"HO.HA",9,2020-05-29,2020-07-28,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-15,24,"HO.pHA",9,2020-06-08,2020-07-06,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-15,24,"Unlinked",4,NA,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-22,25,"CO",1,2020-06-23,2020-06-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-22,25,"HO.HA",2,2020-06-03,2020-06-29,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-22,25,"HO.pHA",8,NA,2020-07-11,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-22,25,"Unlinked",3,2020-06-10,2020-06-16,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-29,26,"CO",1,2020-07-04,2020-07-06,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-29,26,"HO.HA",9,2020-04-27,2020-07-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-29,26,"HO.iHA",15,NA,2020-07-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-29,26,"HO.pHA",9,2020-06-21,2020-07-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-06-29,26,"Unlinked",6,2020-06-11,2020-06-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-07-06,27,"CO",4,NA,2020-07-11,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-07-06,27,"Unlinked",7,2020-06-13,2020-07-01,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-07-20,29,"CO",7,2020-07-24,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6424","FOM",2020-07-27,30,"HO.iHA",14,2020-07-25,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-02-24,8,"CO",5,2020-02-25,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-09,10,"CO",9,2020-03-19,2020-03-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-16,11,"CO",12,2020-03-21,2020-04-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-16,11,"HO.HA",6,2020-03-02,2020-03-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-16,11,"HO.iHA",3,NA,2020-03-31,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-16,11,"HO.pHA",13,2020-03-04,2020-03-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-23,12,"CO",6,2020-03-29,2020-05-08,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-23,12,"HO.HA",12,2020-03-08,2020-04-15,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-23,12,"HO.iHA",8,2020-03-27,2020-04-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-23,12,"HO.pHA",1,2020-03-15,2020-03-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-30,13,"CO",20,2020-04-11,2020-05-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-30,13,"HO.HA",14,2020-03-19,2020-04-21,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-30,13,"HO.iHA",6,2020-03-29,2020-05-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-03-30,13,"HO.pHA",13,2020-03-28,2020-04-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-06,14,"CO",40,2020-04-20,2020-05-08,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-06,14,"HO.HA",9,2020-03-25,2020-04-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-06,14,"HO.iHA",7,2020-04-06,2020-04-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-06,14,"HO.pHA",6,2020-04-02,2020-05-14,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-13,15,"CO",16,2020-04-19,2020-05-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-13,15,"HO.HA",15,2020-04-02,2020-04-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-13,15,"HO.iHA",5,2020-04-12,2020-05-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-13,15,"HO.pHA",11,2020-04-10,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-13,15,"Unlinked",1,2020-04-01,2020-05-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-20,16,"CO",11,2020-04-30,2020-06-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-20,16,"HO.HA",23,2020-04-09,2020-04-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-20,16,"HO.iHA",4,2020-04-17,2020-05-09,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-20,16,"HO.pHA",18,2020-04-15,2020-05-12,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-20,16,"Unlinked",3,2020-01-16,2020-01-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-27,17,"CO",14,2020-05-11,2020-05-14,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-27,17,"HO.HA",11,2020-04-17,2020-05-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-27,17,"HO.iHA",15,2020-04-28,2020-05-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-04-27,17,"HO.pHA",10,2020-04-22,2020-05-07,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-04,18,"CO",7,2020-05-18,2020-06-13,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-04,18,"HO.HA",2,2020-04-10,2020-05-24,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-04,18,"HO.pHA",7,2020-04-27,2020-06-01,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-11,19,"CO",1,2020-05-24,2020-06-11,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-11,19,"HO.HA",7,2020-04-26,2020-05-04,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-11,19,"HO.iHA",11,2020-05-13,2020-05-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-11,19,"HO.pHA",16,2020-05-07,2020-05-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-18,20,"CO",8,2020-06-01,2020-06-05,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-18,20,"HO.HA",0,2020-05-05,2020-05-28,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-18,20,"HO.pHA",7,2020-05-12,2020-05-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-25,21,"CO",15,2020-06-02,2020-06-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-25,21,"HO.HA",7,2020-05-08,2020-06-22,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-25,21,"HO.iHA",16,2020-05-21,2020-06-11,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-05-25,21,"HO.pHA",15,2020-05-20,2020-06-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-01,22,"CO",9,2020-06-08,2020-06-17,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-01,22,"HO.HA",15,2020-05-21,2020-06-03,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-01,22,"HO.iHA",7,2020-05-26,2020-06-02,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-08,23,"CO",14,2020-06-15,2020-06-23,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-08,23,"HO.HA",2,2020-05-26,2020-05-27,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-08,23,"HO.iHA",3,2020-06-06,2020-06-12,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-08,23,"HO.pHA",1,2020-06-01,2020-06-18,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-15,24,"CO",7,2020-06-18,2020-06-20,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-15,24,"HO.HA",17,2020-06-02,2020-07-06,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-15,24,"HO.pHA",4,2020-06-08,2020-06-25,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-22,25,"CO",12,2020-06-24,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-22,25,"HO.HA",13,2020-06-02,2020-07-03,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-22,25,"HO.iHA",5,2020-06-18,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-06-29,26,"Unlinked",3,NA,NA,TRUE
"NORTH WEST","ACUTE","NHS TRUST 6499","BYN",2020-07-06,27,"Unlinked",6,NA,NA,TRUE
