"linkset","nhs_region","trust_type","trust_name","provider_code","wk_start","wk","hcai_group","n","ecds_last_update","sus_last_update"
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-19,12,"Unlinked",8,NA,2020-02-28
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-19,12,"CO.HA",4,NA,2020-03-18
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-19,12,"CO",13,NA,2020-03-30
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-19,12,"HO.iHA",0,NA,2020-04-02
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-19,12,"HO.HA",8,NA,2020-04-01
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-26,13,"Unlinked",11,NA,2020-05-19
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-26,13,"CO.CA",13,NA,2020-04-21
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-26,13,"CO.HA",11,NA,2020-03-28
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-26,13,"CO",7,NA,2020-06-02
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-26,13,"HO.iHA",13,NA,2020-05-10
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-03-26,13,"HO.HA",13,NA,2020-04-07
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-02,14,"Unlinked",20,NA,2020-06-10
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-02,14,"CO.CA",10,NA,2020-04-11
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-02,14,"CO.HA",6,NA,2020-04-12
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-02,14,"CO",22,NA,2020-05-16
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-02,14,"HO.iHA",5,NA,2020-04-13
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-09,15,"Unlinked",8,NA,2020-05-03
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-09,15,"CO.CA",1,NA,2020-04-24
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-09,15,"CO.HA",8,NA,2020-04-23
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-09,15,"CO",29,NA,2020-06-03
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-16,16,"Unlinked",9,NA,2020-05-18
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-16,16,"CO.CA",1,NA,2020-05-03
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-16,16,"CO.HA",17,NA,2020-04-16
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-16,16,"CO",19,NA,2020-05-05
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-16,16,"HO.pHA",5,NA,2020-06-18
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-23,17,"Unlinked",10,NA,2020-04-07
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-23,17,"CO.CA",13,NA,2020-04-29
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-23,17,"CO.HA",9,NA,2020-04-21
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-23,17,"CO",11,NA,2020-05-10
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-23,17,"HO.iHA",1,NA,2020-04-26
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-30,18,"Unlinked",9,NA,2020-04-13
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-30,18,"CO.CA",14,NA,2020-05-07
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-30,18,"CO.HA",4,NA,2020-04-30
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-04-30,18,"CO",14,NA,2020-05-20
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-07,19,"Unlinked",14,NA,2020-02-26
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-07,19,"CO.CA",8,NA,2020-05-20
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-07,19,"CO",14,NA,2020-06-04
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-14,20,"Unlinked",5,NA,2020-04-14
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-14,20,"CO.CA",1,NA,2020-05-19
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-14,20,"CO",13,NA,2020-05-26
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-21,21,"Unlinked",9,NA,2020-04-30
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-21,21,"CO.HA",14,NA,2020-05-14
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-21,21,"CO",8,NA,2020-05-31
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-21,21,"HO.HA",0,NA,2020-06-09
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-28,22,"Unlinked",4,NA,2020-05-26
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-28,22,"CO.HA",15,NA,2020-05-25
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-28,22,"CO",6,NA,2020-06-05
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-05-28,22,"HO.iHA",1,NA,2020-06-02
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-04,23,"Unlinked",5,NA,2020-04-16
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-04,23,"CO.HA",1,NA,2020-05-29
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR",2020-06-18,25,"CO.HA",0,NA,2020-06-11
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-19,12,"CO.HA",10,NA,2020-03-18
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-26,13,"Unlinked",6,NA,2020-03-18
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-26,13,"CO.HA",1,NA,2020-03-25
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-03-26,13,"CO",12,NA,2020-04-03
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-02,14,"Unlinked",49,NA,2020-04-23
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-02,14,"CO.CA",6,NA,2020-04-16
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-02,14,"CO.HA",10,NA,2020-03-25
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-02,14,"CO",4,NA,2020-04-24
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-02,14,"HO.iHA",3,NA,2020-04-07
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-02,14,"HO.pHA",7,NA,2020-04-29
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-02,14,"HO.HA",15,NA,2020-04-06
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-09,15,"Unlinked",23,NA,2020-03-27
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-09,15,"CO.CA",1,NA,2020-05-01
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-09,15,"CO.HA",5,NA,2020-04-07
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-09,15,"CO",0,NA,2020-04-16
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-16,16,"Unlinked",1,NA,2020-04-10
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-16,16,"CO.CA",2,NA,2020-05-06
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-16,16,"CO.HA",3,NA,2020-04-09
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-16,16,"CO",9,NA,2020-05-12
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-23,17,"Unlinked",15,NA,2020-05-28
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-23,17,"CO.HA",14,NA,2020-04-15
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-23,17,"CO",2,NA,2020-05-12
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-23,17,"HO.iHA",12,NA,2020-04-25
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-30,18,"Unlinked",13,NA,2020-05-20
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-30,18,"CO.CA",7,NA,2020-05-14
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-30,18,"CO",19,NA,2020-05-11
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-30,18,"HO.iHA",9,NA,2020-05-04
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-04-30,18,"HO.pHA",6,NA,2020-05-10
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-07,19,"Unlinked",1,NA,2020-04-15
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-14,20,"Unlinked",13,NA,2020-03-23
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST","R0B",2020-05-21,21,"Unlinked",11,NA,2020-02-05
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-01-30,5,"CO.CA",1,NA,2020-02-10
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-02-27,9,"CO.CA",9,NA,2020-03-10
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-02-27,9,"CO",2,NA,2020-03-09
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-05,10,"CO.HA",9,NA,2020-03-02
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-05,10,"CO",2,NA,2020-03-13
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-12,11,"Unlinked",5,NA,2020-02-27
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-12,11,"CO",5,NA,2020-03-18
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-19,12,"Unlinked",2,NA,2020-03-23
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-19,12,"CO.CA",1,NA,2020-03-30
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-19,12,"CO.HA",7,NA,2020-03-10
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-19,12,"CO",5,NA,2020-04-04
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-26,13,"Unlinked",65,NA,2020-06-04
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-26,13,"CO.CA",9,NA,2020-04-14
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-26,13,"CO.HA",2,NA,2020-03-27
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-26,13,"CO",26,NA,2020-04-27
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-26,13,"HO.iHA",11,NA,2020-03-31
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-03-26,13,"HO.pHA",14,NA,2020-04-16
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-02,14,"Unlinked",72,NA,2020-06-15
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-02,14,"CO.CA",2,NA,2020-04-15
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-02,14,"CO.HA",5,NA,2020-03-30
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-02,14,"CO",21,NA,2020-04-29
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-02,14,"HO.iHA",3,NA,2020-04-16
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-02,14,"HO.HA",7,NA,2020-05-30
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-09,15,"Unlinked",13,NA,2020-05-30
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-09,15,"CO.CA",0,NA,2020-04-27
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-09,15,"CO.HA",10,NA,2020-04-06
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-09,15,"CO",13,NA,2020-05-08
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-09,15,"HO.iHA",13,NA,2020-04-19
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-09,15,"HO.HA",10,NA,2020-06-11
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-16,16,"Unlinked",25,NA,2020-06-06
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-16,16,"CO.CA",2,NA,2020-05-05
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-16,16,"CO.HA",1,NA,2020-04-14
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-16,16,"CO",7,NA,2020-05-08
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-16,16,"HO.iHA",2,NA,2020-04-28
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-23,17,"Unlinked",4,NA,2020-02-04
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-23,17,"CO.CA",2,NA,2020-05-09
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-23,17,"CO.HA",6,NA,2020-04-22
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-23,17,"CO",6,NA,2020-06-07
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-30,18,"Unlinked",18,NA,2020-05-22
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-30,18,"CO.HA",2,NA,2020-05-11
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-04-30,18,"CO",2,NA,2020-05-03
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-05-07,19,"Unlinked",9,NA,2020-04-28
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-05-07,19,"CO.CA",6,NA,2020-05-18
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-05-07,19,"CO.HA",16,NA,2020-05-06
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-05-07,19,"HO.pHA",1,NA,2020-05-10
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-05-14,20,"Unlinked",0,NA,2020-04-14
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-05-14,20,"CO",1,NA,2020-05-29
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-05-21,21,"Unlinked",4,NA,2020-03-12
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-06-04,23,"Unlinked",12,NA,2020-02-17
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-06-11,24,"Unlinked",10,NA,2020-03-31
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-06-18,25,"Unlinked",2,NA,2020-05-06
"SGSS:SUS","NORTH EAST AND YORKSHIRE","ACUTE","THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST","RTD",2020-06-25,26,"Unlinked",14,NA,2020-04-08
"SGSS:SUS","NORTH WEST","ACUTE","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","REM",2020-02-20,8,"CO",3,NA,2020-02-28
"SGSS:SUS","NORTH WEST","ACUTE","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","REM",2020-02-27,9,"CO.CA",2,NA,2020-03-07
"SGSS:SUS","NORTH WEST","ACUTE","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","REM",2020-02-27,9,"CO",4,NA,2020-06-30
"SGSS:SUS","NORTH WEST","ACUTE","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","REM",2020-03-05,10,"CO.CA",4,NA,2020-03-13
"SGSS:SUS","NORTH WEST","ACUTE","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","REM",2020-03-12,11,"CO.HA",4,NA,2020-03-14
